SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.12632.14	Arylamine N-acetyltransferase 1	P18440	P18440	True
seq.12633.3	Tyrosine-protein phosphatase non-receptor type 9	P43378	P43378	True
seq.12634.79	Breast cancer anti-estrogen resistance protein 3:Guanine Nucleotide Exchange Factor Domain	O75815	O75815	True
seq.12635.9	tRNA (cytosine(38)-C(5))-methyltransferase	O14717	O14717	True
seq.12636.113	N-lysine methyltransferase SMYD2	Q9NRG4	Q9NRG4	True
seq.12637.7	Carnitine O-acetyltransferase	P43155	P43155	True
seq.12641.3	Type II inositol 1,4,5-trisphosphate 5-phosphatase	P32019	P32019	True
seq.12643.4	Beta-arrestin-1	P49407	P49407	True
seq.12644.63	Adenylosuccinate synthetase isozyme 2	P30520	P30520	True
seq.12646.2	Ribulose-phosphate 3-epimerase	Q96AT9	Q96AT9	True
seq.12647.52	Histone-lysine N-methyltransferase SETD2	Q9BYW2	Q9BYW2	True
seq.12649.80	Malate dehydrogenase, mitochondrial	P40926	P40926	True
seq.12650.43	Guanine nucleotide-binding protein G(k) subunit alpha	P08754	P08754	True
seq.12651.21	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	Q15119	Q15119	True
seq.12652.37	Adenosylhomocysteinase 2	O43865	O43865	True
seq.12653.13	Casein kinase I isoform gamma-2	P78368	P78368	True
seq.12655.30	Beta-soluble NSF attachment protein	Q9H115	Q9H115	True
seq.12656.1	Kinesin light chain 1	Q07866	Q07866	True
seq.12657.2	GDP-L-fucose synthase	Q13630	Q13630	True
seq.12658.72	Pantothenate kinase 3	Q9H999	Q9H999	True
seq.12659.13	Obg-like ATPase 1	Q9NTK5	Q9NTK5	True
seq.12661.44	Gamma-aminobutyric acid receptor-associated protein-like 1	Q9H0R8	Q9H0R8	True
seq.12662.82	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Q13011	Q13011	True
seq.12663.1	Thiosulfate sulfurtransferase	Q16762	Q16762	True
seq.12664.19	Tyrosine-protein phosphatase non-receptor type 13	Q12923	Q12923	True
seq.12665.16	Interleukin enhancer-binding factor 2	Q12905	Q12905	True
seq.12667.2	Guanine deaminase	Q9Y2T3	Q9Y2T3	True
seq.12668.7	Vacuolar protein sorting-associated protein 4B	O75351	O75351	True
seq.12669.30	E3 ubiquitin-protein ligase HECW1	Q76N89	Q76N89	True
seq.12670.15	Cell cycle checkpoint protein RAD1	O60671	O60671	True
seq.12671.35	Sulfotransferase family cytosolic 1B member 1	O43704	O43704	True
seq.12675.14	Aspartate--tRNA ligase, cytoplasmic	P14868	P14868	True
seq.12676.1	Protein kinase C and casein kinase substrate in neurons protein 1	Q9BY11	Q9BY11	True
seq.12677.164	Protein flightless-1 homolog	Q13045	Q13045	True
seq.12678.66	U1 small nuclear ribonucleoprotein A	P09012	P09012	True
seq.12681.63	Ubiquitin carboxyl-terminal hydrolase 21	Q9UK80	Q9UK80	True
seq.12682.5	Kynurenine--oxoglutarate transaminase 3	Q6YP21	Q6YP21	True
seq.12683.156	Dihydropyrimidinase-related protein 5	Q9BPU6	Q9BPU6	True
seq.12684.5	Adseverin	Q9Y6U3	Q9Y6U3	True
seq.12685.57	Homer protein homolog 2	Q9NSB8	Q9NSB8	True
seq.12686.15	3-mercaptopyruvate sulfurtransferase	P25325	P25325	True
seq.12687.2	2,4-dienoyl-CoA reductase, mitochondrial	Q16698	Q16698	True
seq.12688.115	Ribosomal protein S6 kinase alpha-6	Q9UK32	Q9UK32	True
seq.12689.56	Actin-related protein 2/3 complex subunit 1B	O15143	O15143	True
seq.12690.33	Septin-10	Q9P0V9	Q9P0V9	True
seq.12691.44	Serine hydroxymethyltransferase, mitochondrial	P34897	P34897	True
seq.12692.56	Histone-lysine N-methyltransferase, H3 lysine-79 specific	Q8TEK3	Q8TEK3	True
seq.12693.2	SH3 domain-binding glutamic acid-rich-like protein	O75368	O75368	True
seq.12694.28	Probable dimethyladenosine transferase	Q9UNQ2	Q9UNQ2	True
seq.12695.62	Kelch-like protein 12	Q53G59	Q53G59	True
seq.12696.166	Protein arginine N-methyltransferase 3	O60678	O60678	True
seq.12697.30	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	P48426	P48426	True
seq.12698.72	Importin subunit alpha-3	O00629	O00629	True
seq.12699.28	T-complex protein 1 subunit theta	P50990	P50990	True
seq.12700.9	ATP-citrate synthase	P53396	P53396	True
seq.12701.1	Eukaryotic translation initiation factor 1b	O60739	O60739	True
seq.12702.13	E3 ubiquitin-protein ligase pellino homolog 2	Q9HAT8	Q9HAT8	True
seq.12703.6	Serine/threonine-protein kinase Nek7	Q8TDX7	Q8TDX7	True
seq.12704.26	SH2 domain-containing protein 3C	Q8N5H7	Q8N5H7	True
seq.12705.9	Probable E3 ubiquitin-protein ligase HERC1	Q15751	Q15751	True
seq.12706.2	Serine/threonine-protein kinase MRCK alpha	Q5VT25	Q5VT25	True
seq.12707.26	Dihydropyrimidinase-related protein 3	Q14195	Q14195	True
seq.12709.63	Histone H1x	Q92522	Q92522	True
seq.12711.19	Gap junction alpha-8 protein	P48165	P48165	True
seq.12712.9	High mobility group protein 20A	Q9NP66	Q9NP66	True
seq.12713.365	Regulator of G-protein signaling 19	P49795	P49795	True
seq.12714.38	AP-1 complex subunit gamma-like 2	O75843	O75843	True
seq.12715.30	mRNA-decapping enzyme 1B	Q8IZD4	Q8IZD4	True
seq.12716.3	Zinc finger protein 175	Q9Y473	Q9Y473	True
seq.12717.65	TOX high mobility group box family member 3	O15405	O15405	True
seq.12718.43	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	Q9Y237	Q9Y237	True
seq.12720.71	Ubiquilin-4	Q9NRR5	Q9NRR5	True
seq.12721.4	Tax1-binding protein 1	Q86VP1	Q86VP1	True
seq.12724.81	Cold-inducible RNA-binding protein	Q14011	Q14011	True
seq.12726.3	Regulatory factor X-associated protein	O00287	O00287	True
seq.12727.7	Prostaglandin F2 receptor negative regulator	Q9P2B2	Q9P2B2	True
seq.12729.12	Proteasome assembly chaperone 3	Q9BT73	Q9BT73	True
seq.12730.3	Kinetochore protein NDC80 homolog	O14777	O14777	True
seq.12731.12	Pleckstrin homology domain-containing family A member 7	Q6IQ23	Q6IQ23	True
seq.12732.13	MAGUK p55 subfamily member 7	Q5T2T1	Q5T2T1	True
seq.12734.112	Kinesin-like protein KIF22	Q14807	Q14807	True
seq.12735.39	Cold shock domain-containing protein E1	O75534	O75534	True
seq.12737.12	Plastin-1	Q14651	Q14651	True
seq.12738.43	Nischarin	Q9Y2I1	Q9Y2I1	True
seq.12740.55	Protein FEV	Q99581	Q99581	True
seq.12742.160	Transmembrane protein 8B	A6NDV4	A6NDV4	True
seq.12743.18	BAG family molecular chaperone regulator 5	Q9UL15	Q9UL15	True
seq.12746.4	Cytohesin-4	Q9UIA0	Q9UIA0	True
seq.12747.89	RNA-binding protein 3	P98179	P98179	True
seq.12748.6	Bromodomain testis-specific protein	Q58F21	Q58F21	True
seq.12750.9	Integrin beta-2	P05107	P05107	True
seq.12751.26	Zinc fingers and homeoboxes protein 1	Q9UKY1	Q9UKY1	True
seq.12753.6	Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1	Q92870	Q92870	True
seq.12754.14	Cold shock domain-containing protein C2	Q9Y534	Q9Y534	True
seq.12756.3	Transcription regulator protein BACH2	Q9BYV9	Q9BYV9	True
seq.12758.47	Glutamate receptor ionotropic, delta-2	O43424	O43424	True
seq.12759.47	Interleukin enhancer-binding factor 3	Q12906	Q12906	True
seq.12760.34	Zinc finger protein 774	Q6NX45	Q6NX45	True
seq.12761.12	Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 2	Q92870	Q92870	True
seq.12763.69	Zinc finger protein 334	Q9HCZ1	Q9HCZ1	True
seq.12764.3	Engulfment and cell motility protein 1	Q92556	Q92556	True
seq.12766.33	Probable G-protein coupled receptor 142	Q7Z601	Q7Z601	True
seq.12768.3	Protein phosphatase 1 regulatory subunit 3B	Q86XI6	Q86XI6	True
seq.12771.19	Zinc finger protein 180	Q9UJW8	Q9UJW8	True
seq.12772.8	Nuclear pore complex protein Nup98-Nup96	P52948	P52948	True
seq.12774.12	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	O60741	O60741	True
seq.12775.6	High mobility group protein B3	O15347	O15347	True
seq.12777.11	Splicing factor 1	Q15637	Q15637	True
seq.12779.30	PR domain zinc finger protein 4	Q9UKN5	Q9UKN5	True
seq.12781.2	RISC-loading complex subunit TARBP2	Q15633	Q15633	True
seq.12783.29	Heterogeneous nuclear ribonucleoprotein M	P52272	P52272	True
seq.12784.10	Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 1,Isoform II	O95704	O95704	True
seq.12785.49	Transcriptional regulator Kaiso	Q86T24	Q86T24	True
seq.12786.61	Glycerophosphocholine phosphodiesterase GPCPD1	Q9NPB8	Q9NPB8	True
seq.12787.47	Zinc finger protein 134	P52741	P52741	True
seq.12788.6	SAGA-associated factor 29 homolog	Q96ES7	Q96ES7	True
seq.12790.10	Coiled-coil domain-containing protein 51	Q96ER9	Q96ER9	True
seq.12793.4	Piwi-like protein 1	Q96J94	Q96J94	True
seq.12794.6	NACHT, LRR and PYD domains-containing protein 4	Q96MN2	Q96MN2	True
seq.12795.2	Zinc finger protein 566	Q969W8	Q969W8	True
seq.12796.44	Diphosphoinositol polyphosphate phosphohydrolase 1	O95989	O95989	True
seq.12798.46	Electroneutral sodium bicarbonate exchanger 1	Q2Y0W8	Q2Y0W8	True
seq.12799.65	DnaJ homolog subfamily C member 27	Q9NZQ0	Q9NZQ0	True
seq.12800.5	Tubulin polymerization-promoting protein family member 2	P59282	P59282	True
seq.12801.33	Interferon regulatory factor 2	P14316	P14316	True
seq.12803.9	Zinc finger protein 329	Q86UD4	Q86UD4	True
seq.12804.5	Glucocorticoid modulatory element-binding protein 2	Q9UKD1	Q9UKD1	True
seq.12807.89	Rho GTPase-activating protein 30	Q7Z6I6	Q7Z6I6	True
seq.12808.103	Calcium-regulated heat-stable protein 1	Q9Y2V2	Q9Y2V2	True
seq.12811.55	Zinc finger protein 415	Q09FC8	Q09FC8	True
seq.12812.25	Acylphosphatase-2	P14621	P14621	True
seq.12813.18	EH domain-binding protein 1	Q8NDI1	Q8NDI1	True
seq.12814.17	RNA-binding protein 40	Q96LT9	Q96LT9	True
seq.12815.9	Isoleucine--tRNA ligase, cytoplasmic	P41252	P41252	True
seq.12817.1	GTP-binding protein GEM	P55040	P55040	True
seq.12818.159	Urea transporter 2	Q15849	Q15849	True
seq.12820.1	GRB2-related adapter protein	Q13588	Q13588	True
seq.12821.6	NACHT, LRR and PYD domains-containing protein 10	Q86W26	Q86W26	True
seq.12822.34	Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1	O00213	O00213	True
seq.12825.18	DCC-interacting protein 13-alpha	Q9UKG1	Q9UKG1	True
seq.12826.5	Sodium/iodide cotransporter	Q92911	Q92911	True
seq.12827.37	Regulator of G-protein signaling 3	P49796	P49796	True
seq.12830.4	Histone deacetylase complex subunit SAP18	O00422	O00422	True
seq.12831.21	Calcineurin B homologous protein 3	Q96BS2	Q96BS2	True
seq.12832.10	Set1/Ash2 histone methyltransferase complex subunit ASH2	Q9UBL3	Q9UBL3	True
seq.12834.3	Potassium voltage-gated channel subfamily F member 1	Q9H3M0	Q9H3M0	True
seq.12835.101	Pyrin domain-containing protein 1	Q8WXC3	Q8WXC3	True
seq.12838.28	Dual specificity protein phosphatase 15	Q9H1R2	Q9H1R2	True
seq.12842.43	Syntaxin-10	O60499	O60499	True
seq.12843.6	Zinc finger protein 410	Q86VK4	Q86VK4	True
seq.12844.10	BAG family molecular chaperone regulator 4	O95429	O95429	True
seq.12845.18	Sorting nexin-17	Q15036	Q15036	True
seq.12846.3	F-box/LRR-repeat protein 5	Q9UKA1	Q9UKA1	True
seq.12847.27	mRNA-capping enzyme	O60942	O60942	True
seq.12848.9	Rho guanine nucleotide exchange factor 2	Q92974	Q92974	True
seq.12849.25	GSK3-beta interaction protein	Q9P0R6	Q9P0R6	True
seq.12851.5	DNA-directed DNA/RNA polymerase mu	Q9NP87	Q9NP87	True
seq.12853.112	Tropomodulin-2	Q9NZR1	Q9NZR1	True
seq.12854.3	Transcriptional enhancer factor TEF-5	Q99594	Q99594	True
seq.12855.16	Cas scaffolding protein family member 4	Q9NQ75	Q9NQ75	True
seq.12856.14	Transmembrane protein 237	Q96Q45	Q96Q45	True
seq.12859.33	Enoyl-CoA delta isomerase 2, mitochondrial	O75521	O75521	True
seq.12860.7	cAMP-regulated phosphoprotein 21	Q9UBL0	Q9UBL0	True
seq.12861.13	Tropomodulin-3	Q9NYL9	Q9NYL9	True
seq.12862.14	Enhancer of filamentation 1	Q14511	Q14511	True
seq.12864.9	Magnesium transporter NIPA4	Q0D2K0	Q0D2K0	True
seq.12867.40	Dynein light chain Tctex-type 3	P51808	P51808	True
seq.12869.68	Probable ATP-dependent RNA helicase DDX6	P26196	P26196	True
seq.12871.10	Twinfilin-1	Q12792	Q12792	True
seq.12872.35	Cyclic nucleotide-gated olfactory channel	Q16280	Q16280	True
seq.12873.11	Leukosialin	P16150	P16150	True
seq.12875.28	Ubiquitin domain-containing protein 2	Q8WUN7	Q8WUN7	True
seq.12876.39	Sperm flagellar protein 1	Q9Y4P9	Q9Y4P9	True
seq.12878.60	Oxysterol-binding protein-related protein 11	Q9BXB4	Q9BXB4	True
seq.12879.5	Retinoblastoma-like protein 1	P28749	P28749	True
seq.12880.1	Synaptic vesicle glycoprotein 2A	Q7L0J3	Q7L0J3	True
seq.12881.17	Retinol dehydrogenase 16	O75452	O75452	True
seq.12882.7	Poly [ADP-ribose] polymerase 11	Q9NR21	Q9NR21	True
seq.12885.42	Nuclear receptor subfamily 1 group D member 2	Q14995	Q14995	True
seq.12888.18	Histone deacetylase complex subunit SAP30	O75446	O75446	True
seq.12891.1	MICAL-like protein 2	Q8IY33	Q8IY33	True
seq.12892.10	Synaptotagmin-like protein 1	Q8IYJ3	Q8IYJ3	True
seq.12893.159	Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 2	Q16666	Q16666	True
seq.12894.3	PAX-interacting protein 1	Q6ZW49	Q6ZW49	True
seq.12895.28	Diacylglycerol kinase beta	Q9Y6T7	Q9Y6T7	True
seq.12904.180	cubilin	O60494	O60494	True
seq.12916.3	Protein p13 MTCP-1	P56278	P56278	True
seq.12923.51	Keratin, type I cytoskeletal 17	Q04695	Q04695	True
seq.12925.105	Axin-2	Q9Y2T1	Q9Y2T1	True
seq.12931.16	Mineralocorticoid receptor	P08235	P08235	True
seq.12933.17	Ecto-NOX disulfide-thiol exchanger 1	Q8TC92	Q8TC92	True
seq.12934.1	E3 ISG15--protein ligase HERC5	Q9UII4	Q9UII4	True
seq.12936.38	Retinaldehyde-binding protein 1	P12271	P12271	True
seq.12939.1	DNA-directed RNA polymerases I and III subunit RPAC1	O15160	O15160	True
seq.12940.35	Aldehyde dehydrogenase family 3 member B1	P43353	P43353	True
seq.12945.33	Ras-related protein Rab-18	Q9NP72	Q9NP72	True
seq.12954.71	Peroxisome proliferator-activated receptor alpha	Q07869	Q07869	True
seq.12956.40	KIF1-binding protein	Q96EK5	Q96EK5	True
seq.12957.62	Cytochrome b-c1 complex subunit 7	P14927	P14927	True
seq.12960.9	Glucokinase	P35557	P35557	True
seq.12963.1	Protein GPR107	Q5VW38	Q5VW38	True
seq.12968.2	Cysteine and glycine-rich protein 2	Q16527	Q16527	True
seq.12970.35	Double-stranded RNA-binding protein Staufen homolog 2	Q9NUL3	Q9NUL3	True
seq.12975.11	Keratin, type I cytoskeletal 20	P35900	P35900	True
seq.12976.49	Vinexin b	O60504	O60504	True
seq.12980.31	Pre-mRNA-splicing factor RBM22	Q9NW64	Q9NW64	True
seq.12986.12	Protein lin-7 homolog C	Q9NUP9	Q9NUP9	True
seq.12987.12	Serine/arginine-rich splicing factor 7	Q16629	Q16629	True
seq.12988.49	RNA-binding protein EWS	Q01844	Q01844	True
seq.12990.39	Mitogen-activated protein kinase kinase kinase 3	Q99759	Q99759	True
seq.12991.49	Cullin-9	Q8IWT3	Q8IWT3	True
seq.12993.21	Nuclear protein localization protein 4 homolog	Q8TAT6	Q8TAT6	True
seq.13007.66	Epididymal-specific lipocalin-10	Q6JVE6	Q6JVE6	True
seq.13011.20	40S ribosomal protein S10	P46783	P46783	True
seq.13013.41	E3 ubiquitin-protein ligase parkin	O60260	O60260	True
seq.13022.20	Tumor protein p53-inducible protein 11	O14683	O14683	True
seq.13025.4	Fibroblast growth factor receptor substrate 2	Q8WU20	Q8WU20	True
seq.13027.20	Chromobox protein homolog 7	O95931	O95931	True
seq.13032.1	Beclin-1	Q14457	Q14457	True
seq.13039.1	Nuclear inhibitor of protein phosphatase 1	Q12972	Q12972	True
seq.13041.47	TNF receptor-associated factor 4	Q9BUZ4	Q9BUZ4	True
seq.13042.7	Potassium voltage-gated channel subfamily A member 10	Q16322	Q16322	True
seq.13043.157	ATPase family AAA domain-containing protein 2	Q6PL18	Q6PL18	True
seq.13044.5	Tumor susceptibility gene 101 protein	Q99816	Q99816	True
seq.13053.6	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	Q9UN76	Q9UN76	True
seq.13054.87	Profilin-2	P35080	P35080	True
seq.13055.53	PH and SEC7 domain-containing protein 1	A5PKW4	A5PKW4	True
seq.13056.18	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	Q9GZN6	Q9GZN6	True
seq.13059.33	Riboflavin kinase	Q969G6	Q969G6	True
seq.13062.4	Glia maturation factor gamma	O60234	O60234	True
seq.13066.42	Enhancer of mRNA-decapping protein 4	Q6P2E9	Q6P2E9	True
seq.13067.5	cGMP-dependent protein kinase 1, beta isozyme	Q13976	Q13976	True
seq.13068.139	Copper chaperone for superoxide dismutase	O14618	O14618	True
seq.13073.14	Acidic leucine-rich nuclear phosphoprotein 32 family member A	P39687	P39687	True
seq.13076.4	Fragile X mental retardation syndrome-related protein 1	P51114	P51114	True
seq.13078.3	Centrin-2	P41208	P41208	True
seq.13082.9	Protein unc-45 homolog A	Q9H3U1	Q9H3U1	True
seq.13083.18	Valine--tRNA ligase	P26640	P26640	True
seq.13085.18	Glucagon-like peptide 1 receptor:Cytoplasmic domain	P43220	P43220	True
seq.13088.397	Betacellulin	P35070	P35070	True
seq.13089.6	Hypoxia-inducible factor 1-alpha	Q16665	Q16665	True
seq.13090.17	Protein S100-A6	P06703	P06703	True
seq.13093.6	Secreted and transmembrane protein 1	Q8WVN6	Q8WVN6	True
seq.13094.75	R-spondin-3	Q9BXY4	Q9BXY4	True
seq.13095.51	Lithostathine-1-alpha	P05451	P05451	True
seq.13097.11	Bcl-2-like protein 2	Q92843	Q92843	True
seq.13098.93	Vascular endothelial growth factor D	O43915	O43915	True
seq.13101.60	Sclerostin	Q9BQB4	Q9BQB4	True
seq.13102.1	Protein FAM3D	Q96BQ1	Q96BQ1	True
seq.13103.125	Chorionic somatomammotropin hormone	P0DML2|P0DML3	P0DML2|P0DML3	True
seq.13104.32	Ephrin-B1	P98172	P98172	True
seq.13105.7	Synaptosomal-associated protein 25	P60880	P60880	True
seq.13107.9	Ly6/PLAUR domain-containing protein 3	O95274	O95274	True
seq.13109.82	Neuronal growth regulator 1	Q7Z3B1	Q7Z3B1	True
seq.13111.79	B-cell lymphoma 6 protein	P41182	P41182	True
seq.13112.179	Follistatin-related protein 1	Q12841	Q12841	True
seq.13113.7	Osteopontin	P10451	P10451	True
seq.13114.50	Lumican	P51884	P51884	True
seq.13116.25	CD177 antigen	Q8N6Q3	Q8N6Q3	True
seq.13117.232	Choline/ethanolamine kinase	Q9Y259	Q9Y259	True
seq.13118.5	SPARC-related modular calcium-binding protein 1	Q9H4F8	Q9H4F8	True
seq.13119.26	Protein Z-dependent protease inhibitor	Q9UK55	Q9UK55	True
seq.13122.19	Leucine-rich repeat transmembrane protein FLRT2	O43155	O43155	True
seq.13123.3	Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain	Q9NZU0	Q9NZU0	True
seq.13124.20	Immunoglobulin superfamily containing leucine-rich repeat protein 2	Q6UXK2	Q6UXK2	True
seq.13125.45	Vitronectin	P04004	P04004	True
seq.13126.52	Desmocollin-2	Q02487	Q02487	True
seq.13129.40	Low-density lipoprotein receptor	P01130	P01130	True
seq.13130.150	Hexokinase-2	P52789	P52789	True
seq.13131.5	Hexokinase-1	P19367	P19367	True
seq.13132.14	Semaphorin-5A	Q13591	Q13591	True
seq.13133.73	Latent-transforming growth factor beta-binding protein 4	Q8N2S1	Q8N2S1	True
seq.13228.75	E3 ubiquitin-protein ligase Mdm2	Q00987	Q00987	True
seq.13229.20	Protein Mdm4	O15151	O15151	True
seq.13230.174	Ig gamma-2, Kappa	P01859	P01859	True
seq.13231.90	Ig gamma-4, Kappa	P01861	P01861	True
seq.13236.25	Protein Wnt-3a	P56704	P56704	True
seq.13240.170	SH3 and multiple ankyrin repeat domains protein 1	Q9Y566	Q9Y566	True
seq.13242.134	SH3 and multiple ankyrin repeat domains protein 3	Q9BYB0	Q9BYB0	True
seq.13256.21	SH3 and multiple ankyrin repeat domains protein 1	Q9Y566	Q9Y566	True
seq.13268.45	Protein Wnt-5a	P41221	P41221	True
seq.13374.4	Beta-defensin 113	Q30KQ7	Q30KQ7	True
seq.13375.48	Synaptogyrin-3	O43761	O43761	True
seq.13377.3	Cytochrome b561 domain-containing protein 1	Q8N8Q1	Q8N8Q1	True
seq.13378.80	Glutaredoxin-like protein C5orf63	A6NC05	A6NC05	True
seq.13381.49	Beta-1,4-galactosyltransferase 1	P15291	P15291	True
seq.13384.110	Fumarate hydratase, mitochondrial	P07954	P07954	True
seq.13386.248	E3 ubiquitin-protein ligase RNF34	Q969K3	Q969K3	True
seq.13387.55	ETS homologous factor	Q9NZC4	Q9NZC4	True
seq.13388.57	Neuroendocrine convertase 1	P29120	P29120	True
seq.13392.13	Sodium/potassium-transporting ATPase subunit beta-1	P05026	P05026	True
seq.13393.46	Derlin-1	Q9BUN8	Q9BUN8	True
seq.13397.88	Beta-defensin 4A	O15263	O15263	True
seq.13399.33	RELT-like protein 1	Q8IUW5	Q8IUW5	True
seq.13405.61	Serine protease inhibitor Kazal-type 2	P20155	P20155	True
seq.13406.161	CMRF35-like molecule 6	Q08708	Q08708	True
seq.13408.23	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	Q8TEU8	Q8TEU8	True
seq.13411.21	E3 ubiquitin-protein ligase NRDP1	Q9H4P4	Q9H4P4	True
seq.13412.5	WAP four-disulfide core domain protein 6	Q9BQY6	Q9BQY6	True
seq.13416.8	Transmembrane protein 132D	Q14C87	Q14C87	True
seq.13421.17	Protein kish-B	Q9NRX6	Q9NRX6	True
seq.13422.66	Ecto-NOX disulfide-thiol exchanger 2	Q16206	Q16206	True
seq.13423.94	Redox-regulatory protein FAM213A	Q9BRX8	Q9BRX8	True
seq.13427.66	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	Q9NR34	Q9NR34	True
seq.13429.3	WAP four-disulfide core domain protein 10A	Q9H1F0	Q9H1F0	True
seq.13430.50	Urea transporter 1	Q13336	Q13336	True
seq.13431.74	Membrane protein FAM159A	Q6UWV7	Q6UWV7	True
seq.13432.9	Protrudin:Cytoplasmic domain, region 1, isoform 6	Q5T4F4	Q5T4F4	True
seq.13434.172	Alpha-parvin	Q9NVD7	Q9NVD7	True
seq.13435.31	Interleukin-20 receptor subunit beta	Q6UXL0	Q6UXL0	True
seq.13436.54	Myc-associated zinc finger protein	P56270	P56270	True
seq.13438.115	Chordin	Q9H2X0	Q9H2X0	True
seq.13439.6	IQ domain-containing protein F3	P0C7M6	P0C7M6	True
seq.13441.30	Dixin	Q155Q3	Q155Q3	True
seq.13447.42	Shadow of prion protein	Q5BIV9	Q5BIV9	True
seq.13449.25	Splicing factor 3B subunit 4	Q15427	Q15427	True
seq.13450.49	Ubiquitin carboxyl-terminal hydrolase 8	P40818	P40818	True
seq.13451.2	Fibronectin type III domain-containing protein 4	Q9H6D8	Q9H6D8	True
seq.13452.113	Small integral membrane protein 13	P0DJ93	P0DJ93	True
seq.13453.2	39S ribosomal protein L33, mitochondrial	O75394	O75394	True
seq.13457.33	ETS-related transcription factor Elf-5	Q9UKW6	Q9UKW6	True
seq.13459.30	Torsin-4A	Q9NXH8	Q9NXH8	True
seq.13460.4	Chondroadherin	O15335	O15335	True
seq.13463.1	Peroxidasin homolog	Q92626	Q92626	True
seq.13464.8	Nutritionally-regulated adipose and cardiac enriched protein homolog	Q8N912	Q8N912	True
seq.13465.5	Calcipressin-1	P53805	P53805	True
seq.13468.5	Neuralized-like protein 4	Q96JN8	Q96JN8	True
seq.13470.43	Parathyroid hormone/parathyroid hormone-related peptide receptor	Q03431	Q03431	True
seq.13472.35	Haloacid dehalogenase-like hydrolase domain-containing protein 2	Q9H0R4	Q9H0R4	True
seq.13473.55	Inositol-trisphosphate 3-kinase A	P23677	P23677	True
seq.13474.40	Glutathione S-transferase kappa 1	Q9Y2Q3	Q9Y2Q3	True
seq.13475.10	Ubiquitin-conjugating enzyme E2 D4	Q9Y2X8	Q9Y2X8	True
seq.13476.16	DNA/RNA-binding protein KIN17	O60870	O60870	True
seq.13477.65	Leukotriene B4 receptor 1	Q15722	Q15722	True
seq.13479.8	Protein FAM171A2	A8MVW0	A8MVW0	True
seq.13481.24	Transcription elongation factor A protein 2	Q15560	Q15560	True
seq.13482.14	CCR4-NOT transcription complex subunit 1	A5YKK6	A5YKK6	True
seq.13484.69	Collagen alpha-1(I) chain:N-term propeptide	P02452	P02452	True
seq.13485.20	Transmembrane protein 87B	Q96K49	Q96K49	True
seq.13486.9	Polycystin-2:Cytoplasmic domain 1	Q13563	Q13563	True
seq.13487.24	Protein unc-93 homolog B1	Q9H1C4	Q9H1C4	True
seq.13488.3	Arfaptin-1	P53367	P53367	True
seq.13490.1	MAGUK p55 subfamily member 6	Q9NZW5	Q9NZW5	True
seq.13491.40	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	O43924	O43924	True
seq.13492.44	Stress-70 protein, mitochondrial	P38646	P38646	True
seq.13493.5	Glutamate receptor ionotropic, delta-1	Q9ULK0	Q9ULK0	True
seq.13494.6	Ceramide synthase 5	Q8N5B7	Q8N5B7	True
seq.13495.48	Hydroxycarboxylic acid receptor 2	Q8TDS4	Q8TDS4	True
seq.13496.19	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Q01581	True
seq.13497.34	Eukaryotic translation initiation factor 3 subunit J	O75822	O75822	True
seq.13498.1	Inositol oxygenase	Q9UGB7	Q9UGB7	True
seq.13499.30	Coagulation Factor VIII	P00451	P00451	True
seq.13501.10	Solute carrier family 35 member G2	Q8TBE7	Q8TBE7	True
seq.13502.2	Sodium-independent sulfate anion transporter	Q86WA9	Q86WA9	True
seq.13503.19	PRA1 family protein 3	O75915	O75915	True
seq.13504.147	Heterogeneous nuclear ribonucleoprotein R	O43390	O43390	True
seq.13506.10	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	Q9NX74	Q9NX74	True
seq.13507.51	Tumor necrosis factor receptor type 1-associated DEATH domain protein	Q15628	Q15628	True
seq.13509.5	Secretory carrier-associated membrane protein 5	Q8TAC9	Q8TAC9	True
seq.13510.7	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	Q93084	Q93084	True
seq.13511.29	DNA-binding protein SATB1	Q01826	Q01826	True
