SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.3029.52	CD209 antigen	Q9NNX6	Q9NNX6	True
seq.3032.11	Follicle stimulating hormone	P01225|P01215	P01225|P01215	True
seq.3033.57	Galectin-2	P05162	P05162	True
seq.3034.1	Glial fibrillary acidic protein	P14136	P14136	True
seq.3035.80	Interleukin-19	Q9UHD0	Q9UHD0	True
seq.3037.62	Interleukin-1 beta	P01584	P01584	True
seq.3038.9	C-X-C motif chemokine 11	O14625	O14625	True
seq.3040.59	C-C motif chemokine 3	P10147	P10147	True
seq.3041.55	C-type mannose receptor 2	Q9UBG0	Q9UBG0	True
seq.3042.7	Myoglobin	P02144	P02144	True
seq.3043.49	SPARC	P09486	P09486	True
seq.3044.3	C-C motif chemokine 18	P55774	P55774	True
seq.3045.72	Pleiotrophin	P21246	P21246	True
seq.3046.31	Resistin	Q9HD89	Q9HD89	True
seq.3049.61	Trypsin-1	P07477	P07477	True
seq.3050.7	von Willebrand factor	P04275	P04275	True
seq.3052.8	Tumor necrosis factor ligand superfamily member 6, soluble form	P48023	P48023	True
seq.3053.49	Fms-related tyrosine kinase 3 ligand	P49771	P49771	True
seq.3054.3	Haptoglobin	P00738	P00738	True
seq.3055.54	Interleukin-4 receptor subunit alpha	P24394	P24394	True
seq.3056.11	NKG2-D type II integral membrane protein	P26718	P26718	True
seq.3057.55	WNT1-inducible-signaling pathway protein 1	O95388	O95388	True
seq.3059.50	Tumor necrosis factor ligand superfamily member 13B	Q9Y275	Q9Y275	True
seq.3060.43	Complement component C9	P02748	P02748	True
seq.3061.61	Cathepsin B	P07858	P07858	True
seq.3065.65	Fibroblast growth factor 5	P12034	P12034	True
seq.3066.12	Galectin-3	P17931	P17931	True
seq.3067.67	Growth/differentiation factor 9	O60383	O60383	True
seq.3069.52	Immunoglobulin M	P01871	P01871	True
seq.3070.1	Interleukin-2	P60568	P60568	True
seq.3072.4	Interleukin-13	P35225	P35225	True
seq.3073.51	Interleukin-18-binding protein	O95998	O95998	True
seq.3074.6	Lipopolysaccharide-binding protein	P18428	P18428	True
seq.3077.66	Coagulation factor Xa	P00742	P00742	True
seq.3078.1	Placenta growth factor	P49763	P49763	True
seq.3079.62	Retinoic acid receptor responder protein 2	Q99969	Q99969	True
seq.3081.70	NKG2D ligand 1	Q9BZM6	Q9BZM6	True
seq.3082.9	NKG2D ligand 2	Q9BZM5	Q9BZM5	True
seq.3083.71	Tumor necrosis factor receptor superfamily member 27	Q9HAV5	Q9HAV5	True
seq.3091.70	Aurora kinase A	O14965	O14965	True
seq.3115.64	Mitogen-activated protein kinase 1	P28482	P28482	True
seq.3122.6	Diablo homolog, mitochondrial	Q9NR28	Q9NR28	True
seq.3132.1	Vascular endothelial growth factor C	P49767	P49767	True
seq.3143.3	T-cell surface glycoprotein CD4	P01730	P01730	True
seq.3148.49	Gro-beta	P19875	P19875, P19876|P19875	True
seq.3151.6	Interleukin-2 receptor subunit alpha	P01589	P01589	True
seq.3152.57	Tumor necrosis factor receptor superfamily member 1B	P20333	P20333	True
seq.3166.92	Myeloid cell surface antigen CD33	P20138	P20138	True
seq.3168.8	A disintegrin and metalloproteinase with thrombospondin motifs 5	Q9UNA0	Q9UNA0	True
seq.3169.70	Alpha-L-iduronidase	P35475	P35475	True
seq.3170.6	Methionine aminopeptidase 2	P50579	P50579	True
seq.3171.57	Amyloid beta A4 protein	P05067	P05067	True
seq.3172.28	Arylsulfatase B	P15848	P15848	True
seq.3173.49	N-acylethanolamine-hydrolyzing acid amidase	Q02083	Q02083	True
seq.3174.2	A disintegrin and metalloproteinase with thrombospondin motifs 1	Q9UHI8	Q9UHI8	True
seq.3175.51	A disintegrin and metalloproteinase with thrombospondin motifs 13	Q76LX8	Q76LX8	True
seq.3177.49	Carbonic anhydrase 4	P22748	P22748	True
seq.3178.5	Dipeptidyl peptidase 1	P53634	P53634	True
seq.3179.51	Lysosomal protective protein	P10619	P10619	True
seq.3181.50	Cathepsin S	P25774	P25774	True
seq.3182.38	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	P49961	True
seq.3184.25	Coagulation factor VII	P08709	P08709	True
seq.3186.2	Complement C2	P06681	P06681	True
seq.3187.52	Cysteine-rich secretory protein 3	P54108	P54108	True
seq.3189.61	Enteropeptidase	P98073	P98073	True
seq.3191.50	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	Q96NZ8	Q96NZ8	True
seq.3192.3	Cytosolic non-specific dipeptidase	Q96KP4	Q96KP4	True
seq.3194.36	Platelet glycoprotein VI	Q9HCN6	Q9HCN6	True
seq.3195.50	Granulysin	P22749	P22749	True
seq.3196.6	Hyaluronan and proteoglycan link protein 1	P10915	P10915	True
seq.3197.70	Insulin-degrading enzyme	P14735	P14735	True
seq.3198.4	Iduronate 2-sulfatase	P22304	P22304	True
seq.3199.54	Kallikrein-12	Q9UKR0	Q9UKR0	True
seq.3200.49	Kallikrein-13	Q9UKR3	Q9UKR3	True
seq.3201.49	Kallikrein-5	Q9Y337	Q9Y337	True
seq.3202.28	Kremen protein 2	Q8NCW0	Q8NCW0	True
seq.3204.2	Leukotriene A-4 hydrolase	P09960	P09960	True
seq.3206.4	Lymphatic vessel endothelial hyaluronic acid receptor 1	Q9Y5Y7	Q9Y5Y7	True
seq.3208.2	Matrilin-3	O15232	O15232	True
seq.3209.69	Matrix extracellular phosphoglycoprotein	Q9NQ76	Q9NQ76	True
seq.3212.30	Neutral ceramidase	Q9NR71	Q9NR71	True
seq.3213.65	Nidogen-1	P14543	P14543	True
seq.3214.3	Neuropilin-1	O14786	O14786	True
seq.3216.2	Polymeric immunoglobulin receptor	P01833	P01833	True
seq.3217.74	Glia-derived nexin	P07093	P07093	True
seq.3218.8	Glutamate carboxypeptidase 2	Q04609	Q04609	True
seq.3220.40	Proto-oncogene tyrosine-protein kinase receptor Ret	P07949	P07949	True
seq.3221.54	Secreted frizzled-related protein 1	Q8N474	Q8N474	True
seq.3222.11	Semaphorin-3A	Q14563	Q14563	True
seq.3232.28	Tartrate-resistant acid phosphatase type 5	P13686	P13686	True
seq.3234.23	Coiled-coil domain-containing protein 80	Q76M96	Q76M96	True
seq.3235.50	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	Q8TEU8	Q8TEU8	True
seq.3236.12	Glycogen synthase kinase-3 beta	P49841	P49841	True
seq.3280.49	Aggrecan core protein	P16112	P16112	True
seq.3283.21	Transforming growth factor-beta-induced protein ig-h3	Q15582	Q15582	True
seq.3284.75	Biglycan	P21810	P21810	True
seq.3285.23	Complement C1r subcomponent	P00736	P00736	True
seq.3289.19	Carbonic anhydrase-related protein 10	Q9NS85	Q9NS85	True
seq.3290.50	CD109 antigen	Q6YHK3	Q6YHK3	True
seq.3291.30	Low affinity immunoglobulin epsilon Fc receptor	P06734	P06734	True
seq.3292.75	CD48 antigen	P09326	P09326	True
seq.3293.2	CD5 antigen-like	O43866	O43866	True
seq.3294.55	Cryptic protein	P0CG37	P0CG37	True
seq.3296.92	Contactin-2	Q02246	Q02246	True
seq.3298.52	Contactin-4	Q8IWV2	Q8IWV2	True
seq.3299.29	Contactin-5	O94779	O94779	True
seq.3302.58	Cystatin-F	O76096	O76096	True
seq.3303.23	Cystatin-M	Q15828	Q15828	True
seq.3305.6	Delta-like protein 4	Q9NR61	Q9NR61	True
seq.3309.2	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	P12318	True
seq.3310.62	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	P31994	True
seq.3311.27	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	O75015	True
seq.3312.64	High affinity immunoglobulin gamma Fc receptor I	P12314	P12314	True
seq.3313.21	Ficolin-2	Q15485	Q15485	True
seq.3314.74	GDNF family receptor alpha-1	P56159	P56159	True
seq.3315.15	Glypican-2	Q8N158	Q8N158	True
seq.3316.58	Heparin cofactor 2	P05546	P05546	True
seq.3317.33	Serine protease HTRA2, mitochondrial	O43464	O43464	True
seq.3320.49	Insulin-like growth factor-binding protein 7	Q16270	Q16270	True
seq.3321.2	Interleukin-24	Q13007	Q13007	True
seq.3322.52	Leucine-rich repeats and immunoglobulin-like domains protein 3	Q6UXM1	Q6UXM1	True
seq.3323.37	Low-density lipoprotein receptor-related protein 8	Q14114	Q14114	True
seq.3324.51	T-lymphocyte surface antigen Ly-9	Q9HBG7	Q9HBG7	True
seq.3325.2	Matrilin-2	O00339	O00339	True
seq.3326.58	Cell adhesion molecule 1	Q9BY67	Q9BY67	True
seq.3327.27	Netrin-4	Q9HB63	Q9HB63	True
seq.3329.14	Peptidoglycan recognition protein 1	O75594	O75594	True
seq.3331.8	RGM domain family member B	Q6NW40	Q6NW40	True
seq.3332.57	Hemojuvelin	Q6ZVN8	Q6ZVN8	True
seq.3336.50	Tissue factor pathway inhibitor	P10646	P10646	True
seq.3339.33	Thrombospondin-2	P35442	P35442	True
seq.3340.53	Thrombospondin-4	P35443	P35443	True
seq.3341.33	Tyrosine-protein kinase ABL1	P00519	P00519	True
seq.3342.76	Abelson tyrosine-protein kinase 2	P42684	P42684	True
seq.3343.1	Aminoacylase-1	Q03154	Q03154	True
seq.3344.60	Antithrombin-III	P01008	P01008	True
seq.3346.72	Aurora kinase B	Q96GD4	Q96GD4	True
seq.3347.9	beta-adrenergic receptor kinase 1	P25098	P25098	True
seq.3348.49	Bone morphogenetic protein 1	P13497	P13497	True
seq.3350.53	Calcium/calmodulin-dependent protein kinase type II subunit alpha	Q9UQM7	Q9UQM7	True
seq.3351.1	Calcium/calmodulin-dependent protein kinase type II subunit beta	Q13554	Q13554	True
seq.3352.80	Carbonic anhydrase 6	P23280	P23280	True
seq.3356.50	Carbonic anhydrase 7	P43166	P43166	True
seq.3357.67	Cyclin-dependent kinase 2:Cyclin-A2 complex	P20248|P24941	P20248|P24941	True
seq.3358.51	Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex	Q15078|Q00535	Q15078|Q00535	True
seq.3359.11	Cyclin-dependent kinase 8:Cyclin-C complex	P49336|P24863	P49336|P24863	True
seq.3360.50	Serine/threonine-protein kinase Chk2	O96017	O96017	True
seq.3361.26	C-type lectin domain family 4 member K	Q9UJ71	Q9UJ71	True
seq.3362.61	Chordin-like protein 1	Q9BU40	Q9BU40	True
seq.3363.31	Tyrosine-protein kinase CSK	P41240	P41240	True
seq.3364.76	Cathepsin L2	O60911	O60911	True
seq.3365.7	Dickkopf-related protein 4	Q9UBT3	Q9UBT3	True
seq.3366.51	Extracellular matrix protein 1	Q16610	Q16610	True
seq.3367.8	Fetuin-B	Q9UGM5	Q9UGM5	True
seq.3373.5	Granzyme H	P20718	P20718	True
seq.3374.49	Tyrosine-protein kinase HCK	P08631	P08631	True
seq.3376.49	Interleukin-17 receptor D	Q8NFM7	Q8NFM7	True
seq.3378.49	Kallikrein-7	P49862	P49862	True
seq.3379.29	Protein kinase C iota type	P41743	P41743	True
seq.3381.24	Tyrosine-protein kinase Lyn, isoform B	P07948	P07948	True
seq.3387.1	Serine/threonine-protein kinase PAK 3	O75914	O75914	True
seq.3388.58	Serine/threonine-protein kinase PAK 5	Q9P286	Q9P286	True
seq.3389.7	Plasma serine protease inhibitor	P05154	P05154	True
seq.3390.72	PIK3CA/PIK3R1	P27986|P42336	P27986|P42336	True
seq.3391.10	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	P48736	True
seq.3394.81	Serine/threonine-protein kinase PLK1	P53350	P53350	True
seq.3396.54	Renin	P00797	P00797	True
seq.3397.7	Tyrosine-protein phosphatase non-receptor type 11	Q06124	Q06124	True
seq.3399.31	Stabilin-2	Q8WWQ8	Q8WWQ8	True
seq.3400.49	Serine/threonine-protein kinase TBK1	Q9UHD2	Q9UHD2	True
seq.3401.8	Tyrosine-protein phosphatase non-receptor type 2	P17706	P17706	True
seq.3403.1	Tryptase beta-2	P20231	P20231	True
seq.3404.51	Tryptase gamma	Q9NRR2	Q9NRR2	True
seq.3405.6	Ubiquitin-fold modifier-conjugating enzyme 1	Q9Y3C8	Q9Y3C8	True
seq.3412.7	Apoptosis regulator Bcl-2	P10415	P10415	True
seq.3413.50	Bcl-2-related protein A1	Q16548	Q16548	True
seq.3414.40	Cytoplasmic tyrosine-protein kinase BMX	P51813	P51813	True
seq.3415.61	Bone sialoprotein 2	P21815	P21815	True
seq.3416.2	Tyrosine-protein kinase BTK	Q06187	Q06187	True
seq.3418.12	Calcium/calmodulin-dependent protein kinase type 1D	Q8IU85	Q8IU85	True
seq.3419.49	Calcium/calmodulin-dependent protein kinase type II subunit delta	Q13557	Q13557	True
seq.3420.21	Carbonic anhydrase 13	Q8N1Q1	Q8N1Q1	True
seq.3421.54	Tumor necrosis factor ligand superfamily member 8	P32971	P32971	True
seq.3422.4	Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex	P14635|P06493	P14635|P06493	True
seq.3423.59	Chymase	P23946	P23946	True
seq.3427.63	Casein kinase II subunit alpha	P68400	P68400	True
seq.3431.54	Ephrin type-A receptor 1	P21709	P21709	True
seq.3432.21	Ephrin type-A receptor 3	P29320	P29320	True
seq.3434.34	Fibronectin Fragment 3	P02751	P02751	True
seq.3435.53	Fibronectin Fragment 4	P02751	P02751	True
seq.3437.80	Receptor-type tyrosine-protein kinase FLT3	P36888	P36888	True
seq.3438.10	Follistatin-related protein 3	O95633	O95633	True
seq.3440.7	Granzyme A	P12544	P12544	True
seq.3445.53	Interleukin-15 receptor subunit alpha	Q13261	Q13261	True
seq.3446.7	Interleukin-18 receptor 1	Q13478	Q13478	True
seq.3447.64	Interleukin-8	P10145	P10145	True
seq.3448.13	Insulin receptor	P06213	P06213	True
seq.3449.58	Kallistatin	P29622	P29622	True
seq.3450.4	Kallikrein-6	Q92876	Q92876	True
seq.3452.17	Tyrosine-protein kinase Lck	P06239	P06239	True
seq.3453.87	Tyrosine-protein kinase Lyn	P07948	P07948	True
seq.3457.57	Periostin	Q15063	Q15063	True
seq.3459.49	Platelet-derived growth factor receptor beta	P09619	P09619	True
seq.3461.58	Brevican core protein	Q96GW7	Q96GW7	True
seq.3466.8	cAMP-dependent protein kinase catalytic subunit alpha	P17612	P17612	True
seq.3469.74	Ribosomal protein S6 kinase alpha-3	P51812	P51812	True
seq.3470.1	E-selectin	P16581	P16581	True
seq.3471.49	Serine/threonine-protein kinase 16	O75716	O75716	True
seq.3472.40	Baculoviral IAP repeat-containing protein 5	O15392	O15392	True
seq.3473.78	Thrombopoietin Receptor	P40238	P40238	True
seq.3474.19	Thrombospondin-1	P07996	P07996	True
seq.3477.63	High affinity nerve growth factor receptor	P04629	P04629	True
seq.3479.71	Trypsin-3	P35030	P35030	True
seq.3480.7	Dual specificity protein phosphatase 3	P51452	P51452	True
seq.3481.87	Xaa-Pro aminopeptidase 1	Q9NQW7	Q9NQW7	True
seq.3484.60	Angiotensinogen	P01019	P01019	True
seq.3485.28	Beta-2-microglobulin	P61769	P61769	True
seq.3486.58	Fibroblast growth factor 1	P05230	P05230	True
seq.3487.32	C-X-C motif chemokine 13	O43927	O43927	True
seq.3488.64	Catalase	P04040	P04040	True
seq.3489.9	Ciliary neurotrophic factor	P26441	P26441	True
seq.3494.71	Fibroblast growth factor 17	O60258	O60258	True
seq.3495.15	C-X-C motif chemokine 6	P80162	P80162	True
seq.3497.13	Interferon alpha-2	P01563	P01563	True
seq.3498.53	Interleukin-17A	Q16552	Q16552	True
seq.3499.77	Interleukin-17B	Q9UHF5	Q9UHF5	True
seq.3503.4	Integrin alpha-I: beta-1 complex	P05556|P56199	P05556|P56199	True
seq.3504.58	Hepcidin	P81172	P81172	True
seq.3505.6	Lymphotoxin alpha1:beta2	P01374|Q06643	P01374|Q06643	True
seq.3506.49	Lymphotoxin alpha2:beta1	Q06643|P01374	Q06643|P01374	True
seq.3508.78	C-C motif chemokine 22	O00626	O00626	True
seq.3509.1	C-C motif chemokine 15	Q16663	Q16663	True
seq.3514.49	Myeloblastin	P24158	P24158	True
seq.3516.60	Stromal cell-derived factor 1	P48061	P48061	True
seq.3518.54	Carboxypeptidase B2	Q96IY4	Q96IY4	True
seq.3519.3	C-C motif chemokine 17	Q92583	Q92583	True
seq.3520.58	Transforming growth factor beta-3	P10600	P10600	True
seq.3521.16	Thyroid Stimulating Hormone	P01222|P01215	P01222|P01215	True
seq.3522.57	Vasoactive Intestinal Peptide	P01282	P01282	True
seq.3534.14	CD40 ligand	P29965	P29965	True
seq.3535.84	Dickkopf-related protein 1	O94907	O94907	True
seq.3538.26	Aromatic-L-amino-acid decarboxylase	P20711	P20711	True
seq.3554.24	Adiponectin	Q15848	Q15848	True
seq.3580.25	Alpha-1-antitrypsin	P01009	P01009	True
seq.3581.53	Alpha-2-HS-glycoprotein	P02765	P02765	True
seq.3583.54	Arylsulfatase A	P15289	P15289	True
seq.3585.54	Basigin	P35613	P35613	True
seq.3587.53	Bone morphogenetic protein 10	O95393	O95393	True
seq.3591.51	Cadherin-6	P55285	P55285	True
seq.3592.4	Calcium/calmodulin-dependent protein kinase type 1	Q14012	Q14012	True
seq.3593.72	Caspase-3	P42574	P42574	True
seq.3600.2	Chitotriosidase-1	Q13231	Q13231	True
seq.3601.54	Neural cell adhesion molecule L1-like protein	O00533	O00533	True
seq.3603.60	C-type lectin domain family 7 member A	Q9BXN2	Q9BXN2	True
seq.3605.77	Mannan-binding lectin serine protease 1:Mannan-binding lectin serine protease 1 light chain	P48740	P48740	True
seq.3607.71	Dickkopf-related protein 3	Q9UBP4	Q9UBP4	True
seq.3611.70	Endothelin-converting enzyme 1:Extracellular domain	P42892	P42892	True
seq.3613.62	Ficolin-1	O00602	O00602	True
seq.3616.3	N-acetylglucosamine-6-sulfatase	P15586	P15586	True
seq.3617.80	Hepatocyte growth factor activator	Q04756	Q04756	True
seq.3620.67	Interleukin-22 receptor subunit alpha-1	Q8N6P7	Q8N6P7	True
seq.3622.33	Legumain	Q99538	Q99538	True
seq.3623.84	Lymphocyte antigen 86	O95711	O95711	True
seq.3624.3	Serine protease 27	Q9BQR3	Q9BQR3	True
seq.3627.71	Membrane metallo-endopeptidase-like 1	Q495T6	Q495T6	True
seq.3628.3	Dual specificity mitogen-activated protein kinase kinase 2	P36507	P36507	True
seq.3629.60	Serine/threonine-protein kinase MRCK beta	Q9Y5S2	Q9Y5S2	True
seq.3630.27	Cell adhesion molecule 3	Q8N126	Q8N126	True
seq.3633.70	Nidogen-2	Q14112	Q14112	True
seq.3634.5	Opioid-binding protein/cell adhesion molecule	Q14982	Q14982	True
seq.3635.76	OCIA domain-containing protein 1	Q9NX40	Q9NX40	True
seq.3636.37	Oxidized low-density lipoprotein receptor 1	P78380	P78380	True
seq.3640.14	alpha-2-macroglobulin receptor-associated protein	P30533	P30533	True
seq.3642.4	SLAM family member 5	Q9UIB8	Q9UIB8	True
seq.3644.5	Dickkopf-like protein 1	Q9UK85	Q9UK85	True
seq.3647.49	Toll-like receptor 4:Lymphocyte antigen 96 complex	O00206|Q9Y6Y9	O00206|Q9Y6Y9	True
seq.3651.50	Vascular endothelial growth factor receptor 2	P35968	P35968	True
seq.3654.27	BMP-binding endothelial regulator protein	Q8N8U9	Q8N8U9	True
seq.3666.17	Complement factor H-related protein 5	Q9BXR6	Q9BXR6	True
seq.3676.15	Cation-independent mannose-6-phosphate receptor	P11717	P11717	True
seq.3681.87	Kallikrein-14	Q9P0G3	Q9P0G3	True
seq.3684.78	Macrophage scavenger receptor types I and II:Extracellular domain	P21757	P21757	True
seq.3685.53	Membrane frizzled-related protein	Q9BY79	Q9BY79	True
seq.3708.62	Alpha-2-macroglobulin	P01023	P01023	True
seq.3709.4	Alanine aminotransferase 1	P24298	P24298	True
seq.3710.49	Angiostatin	P00747	P00747	True
seq.3714.49	Creatine kinase M-type:Creatine kinase B-type heterodimer	P06732|P12277	P06732|P12277	True
seq.3719.2	Cyclin-dependent kinase inhibitor 1B	P46527	P46527	True
seq.3723.1	Brain natriuretic peptide 32	P16860	P16860	True
seq.3727.35	Peptide YY	P10082	P10082	True
seq.3728.52	Secretin	P09683	P09683	True
seq.3730.81	Tumor necrosis factor receptor superfamily member 4	P43489	P43489	True
seq.3736.60	Bone morphogenetic protein 6	P22004	P22004	True
seq.3738.54	Macrophage colony-stimulating factor 1	P09603	P09603	True
seq.3739.72	Integrin alpha-IIb: beta-3 complex	P05106|P08514	P05106|P08514	True
seq.3741.4	Interleukin-5	P05113	P05113	True
seq.3758.63	Activated Protein C	P04070	P04070	True
seq.3758.68	Activated Protein C	P04070	P04070	True
seq.3761.4	Prostaglandin G/H synthase 2	P35354	P35354	True
seq.3766.51	Syntaxin-1A	Q16623	Q16623	True
seq.3773.15	Angiopoietin-1 receptor, soluble	Q02763	Q02763	True
seq.3795.6	Disintegrin and metalloproteinase domain-containing protein 9	Q13443	Q13443	True
seq.3796.79	Angiopoietin-related protein 4	Q9BY76	Q9BY76	True
seq.3797.1	Cadherin-2	P19022	P19022	True
seq.3798.71	Carbonic anhydrase 9	Q16790	Q16790	True
seq.3799.11	Carbonic anhydrase 3	P07451	P07451	True
seq.3800.71	Creatine kinase B-type	P12277	P12277	True
seq.3803.10	Cystatin-D	P28325	P28325	True
seq.3805.16	Endothelial cell-specific molecule 1	Q9NQ30	Q9NQ30	True
seq.3806.55	Ephrin type-A receptor 5	P54756	P54756	True
seq.3807.1	Fibroblast growth factor 23	Q9GZV9	Q9GZV9	True
seq.3808.76	Fibroblast growth factor receptor 2	P21802	P21802	True
seq.3809.1	Fibroblast growth factor receptor 3:Cytoplasmic domain	P22607	P22607	True
seq.3810.50	Tyrosine-protein kinase Fgr	P09769	P09769	True
seq.3813.3	Tyrosine-protein kinase Fyn	P06241	P06241	True
seq.3814.63	Interleukin-11 receptor subunit alpha	Q14626	Q14626	True
seq.3815.14	Interleukin-12 receptor subunit beta-2	Q99665	Q99665	True
seq.3817.18	Protein kinase C theta type	Q04759	Q04759	True
seq.3820.68	MAP kinase-activated protein kinase 2	P49137	P49137	True
seq.3821.28	MAP kinase-activated protein kinase 5	Q8IW41	Q8IW41	True
